precinct_id,election_id,cd_division_id,sldu_division_id,sldl_division_id,locality_id,locality_name,precinct_name,source_id,shape_id
OPPID:812704513,OPEID:578230859,OPDID:373878287,,,,Norfolk,East Ocean View,OPSRCID:961425548,OPSID:192843870
OPPID:645918789,OPEID:385970256,OPDID:373878287,,,,Norfolk,East Ocean View,OPSRCID:961425548,OPSID:192843870
OPPID:935846392,OPEID:847144854,OPDID:373878287,,,,Norfolk,Azalea Gardens,OPSRCID:961425548,OPSID:215890309
OPPID:275769705,OPEID:578230859,OPDID:373878287,,,,Norfolk,Azalea Gardens,OPSRCID:961425548,OPSID:215890309
OPPID:659353361,OPEID:385970256,OPDID:373878287,,,,Norfolk,Azalea Gardens,OPSRCID:961425548,OPSID:215890309
OPPID:497845686,OPEID:847144854,OPDID:631969374,,,,Norfolk,Larchmont School,OPSRCID:961425548,OPSID:522254446
OPPID:625804415,OPEID:578230859,OPDID:631969374,,,,Norfolk,Larchmont School,OPSRCID:961425548,OPSID:522254446
OPPID:886801296,OPEID:385970256,OPDID:631969374,,,,Norfolk,Larchmont School,OPSRCID:961425548,OPSID:522254446
OPPID:603928666,OPEID:847144854,OPDID:631969374,,,,Norfolk,Larchmont Library,OPSRCID:961425548,OPSID:131755873
OPPID:146694123,OPEID:578230859,OPDID:631969374,,,,Norfolk,Larchmont Library,OPSRCID:961425548,OPSID:131755873
OPPID:431280949,OPEID:385970256,OPDID:631969374,,,,Norfolk,Larchmont Library,OPSRCID:961425548,OPSID:131755873
OPPID:760147977,OPEID:847144854,OPDID:631969374,,,,Norfolk,Granby,OPSRCID:961425548,OPSID:855250767
OPPID:736926179,OPEID:578230859,OPDID:631969374,,,,Norfolk,Granby,OPSRCID:961425548,OPSID:855250767
OPPID:720811651,OPEID:385970256,OPDID:631969374,,,,Norfolk,Granby,OPSRCID:961425548,OPSID:855250767
OPPID:794878646,OPEID:847144854,OPDID:373878287,,,,Norfolk,Little Creek,OPSRCID:961425548,OPSID:522624440
OPPID:282911059,OPEID:578230859,OPDID:373878287,,,,Norfolk,Little Creek,OPSRCID:961425548,OPSID:522624440
OPPID:281026748,OPEID:385970256,OPDID:373878287,,,,Norfolk,Little Creek,OPSRCID:961425548,OPSID:522624440
OPPID:343672113,OPEID:847144854,OPDID:373878287,,,,Norfolk,Wesley,OPSRCID:961425548,OPSID:639274549
OPPID:113208723,OPEID:578230859,OPDID:373878287,,,,Norfolk,Wesley,OPSRCID:961425548,OPSID:639274549
OPPID:927342927,OPEID:385970256,OPDID:373878287,,,,Norfolk,Wesley,OPSRCID:961425548,OPSID:639274549
OPPID:679409818,OPEID:847144854,OPDID:631969374,,,,Norfolk,Berkley,OPSRCID:961425548,OPSID:314229068
OPPID:688773950,OPEID:578230859,OPDID:631969374,,,,Norfolk,Berkley,OPSRCID:961425548,OPSID:314229068
OPPID:349297217,OPEID:385970256,OPDID:631969374,,,,Norfolk,Berkley,OPSRCID:961425548,OPSID:314229068
OPPID:651658122,OPEID:847144854,OPDID:631969374,,,,Norfolk,Union Chapel,OPSRCID:961425548,OPSID:534280104
OPPID:469180232,OPEID:578230859,OPDID:631969374,,,,Norfolk,Union Chapel,OPSRCID:961425548,OPSID:534280104
OPPID:720402451,OPEID:385970256,OPDID:631969374,,,,Norfolk,Union Chapel,OPSRCID:961425548,OPSID:534280104
OPPID:592988938,OPEID:847144854,OPDID:373878287,,,,Norfolk,Ocean View School,OPSRCID:961425548,OPSID:479325246
OPPID:389136634,OPEID:578230859,OPDID:373878287,,,,Norfolk,Ocean View School,OPSRCID:961425548,OPSID:479325246
OPPID:807826512,OPEID:385970256,OPDID:373878287,,,,Norfolk,Ocean View School,OPSRCID:961425548,OPSID:479325246
OPPID:753849522,OPEID:847144854,OPDID:631969374,,,,Norfolk,Sherwood,OPSRCID:961425548,OPSID:688406554
OPPID:883187487,OPEID:578230859,OPDID:631969374,,,,Norfolk,Sherwood,OPSRCID:961425548,OPSID:688406554
OPPID:106130128,OPEID:385970256,OPDID:631969374,,,,Norfolk,Sherwood,OPSRCID:961425548,OPSID:688406554
OPPID:941443398,OPEID:847144854,OPDID:631969374,,,,Norfolk,Young Park,OPSRCID:961425548,OPSID:511983601
OPPID:980990038,OPEID:578230859,OPDID:631969374,,,,Norfolk,Young Park,OPSRCID:961425548,OPSID:511983601
OPPID:895109485,OPEID:385970256,OPDID:631969374,,,,Norfolk,Young Park,OPSRCID:961425548,OPSID:511983601
OPPID:968807354,OPEID:847144854,OPDID:631969374,,,,Norfolk,Chesterfield,OPSRCID:961425548,OPSID:650292614
OPPID:238780515,OPEID:578230859,OPDID:631969374,,,,Norfolk,Chesterfield,OPSRCID:961425548,OPSID:650292614
OPPID:656926566,OPEID:385970256,OPDID:631969374,,,,Norfolk,Chesterfield,OPSRCID:961425548,OPSID:650292614
OPPID:702753419,OPEID:847144854,OPDID:373878287,,,,Norfolk,Suburban Park,OPSRCID:961425548,OPSID:934723866
OPPID:320638116,OPEID:578230859,OPDID:373878287,,,,Norfolk,Suburban Park,OPSRCID:961425548,OPSID:934723866
OPPID:557511382,OPEID:385970256,OPDID:373878287,,,,Norfolk,Suburban Park,OPSRCID:961425548,OPSID:934723866
OPPID:616579138,OPEID:847144854,OPDID:631969374,,,,Norfolk,Norview,OPSRCID:961425548,OPSID:160261934
OPPID:491632347,OPEID:578230859,OPDID:631969374,,,,Norfolk,Norview,OPSRCID:961425548,OPSID:160261934
OPPID:712032126,OPEID:385970256,OPDID:631969374,,,,Norfolk,Norview,OPSRCID:961425548,OPSID:160261934
OPPID:314575938,OPEID:847144854,OPDID:631969374,,,,Norfolk,Maury,OPSRCID:961425548,OPSID:695283749
OPPID:641939476,OPEID:578230859,OPDID:631969374,,,,Norfolk,Maury,OPSRCID:961425548,OPSID:695283749
OPPID:543884919,OPEID:385970256,OPDID:631969374,,,,Norfolk,Maury,OPSRCID:961425548,OPSID:695283749
OPPID:973329535,OPEID:847144854,OPDID:373878287,,,,Norfolk,Third Presbyterian,OPSRCID:961425548,OPSID:620684370
OPPID:483100304,OPEID:578230859,OPDID:373878287,,,,Norfolk,Third Presbyterian,OPSRCID:961425548,OPSID:620684370
OPPID:544984939,OPEID:385970256,OPDID:373878287,,,,Norfolk,Third Presbyterian,OPSRCID:961425548,OPSID:620684370
OPPID:101701610,OPEID:847144854,OPDID:373878287,,,,Norfolk,Ocean View Center,OPSRCID:961425548,OPSID:471598338
OPPID:678187200,OPEID:578230859,OPDID:373878287,,,,Norfolk,Ocean View Center,OPSRCID:961425548,OPSID:471598338
OPPID:679938223,OPEID:385970256,OPDID:373878287,,,,Norfolk,Ocean View Center,OPSRCID:961425548,OPSID:471598338
OPPID:944438224,OPEID:847144854,OPDID:631969374,,,,Norfolk,Rosemont,OPSRCID:961425548,OPSID:769466698
OPPID:757615827,OPEID:578230859,OPDID:631969374,,,,Norfolk,Rosemont,OPSRCID:961425548,OPSID:769466698
OPPID:455556134,OPEID:385970256,OPDID:631969374,,,,Norfolk,Rosemont,OPSRCID:961425548,OPSID:769466698
OPPID:744089601,OPEID:847144854,OPDID:373878287,,,,Norfolk,Larrymore,OPSRCID:961425548,OPSID:591931376
OPPID:130037904,OPEID:578230859,OPDID:373878287,,,,Norfolk,Larrymore,OPSRCID:961425548,OPSID:591931376
OPPID:963899905,OPEID:385970256,OPDID:373878287,,,,Norfolk,Larrymore,OPSRCID:961425548,OPSID:591931376
OPPID:782224519,OPEID:847144854,OPDID:631969374,,,,Norfolk,Willard,OPSRCID:961425548,OPSID:346536523
OPPID:290279142,OPEID:578230859,OPDID:631969374,,,,Norfolk,Willard,OPSRCID:961425548,OPSID:346536523
OPPID:691370036,OPEID:385970256,OPDID:631969374,,,,Norfolk,Willard,OPSRCID:961425548,OPSID:346536523
OPPID:294115331,OPEID:847144854,OPDID:631969374,,,,Norfolk,Stuart,OPSRCID:961425548,OPSID:727560084
OPPID:198356259,OPEID:578230859,OPDID:631969374,,,,Norfolk,Stuart,OPSRCID:961425548,OPSID:727560084
OPPID:957317285,OPEID:385970256,OPDID:631969374,,,,Norfolk,Stuart,OPSRCID:961425548,OPSID:727560084
OPPID:955876987,OPEID:847144854,OPDID:631969374,,,,Norfolk,Chrysler Museum,OPSRCID:961425548,OPSID:691663028
OPPID:976642949,OPEID:578230859,OPDID:631969374,,,,Norfolk,Chrysler Museum,OPSRCID:961425548,OPSID:691663028
OPPID:374119888,OPEID:385970256,OPDID:631969374,,,,Norfolk,Chrysler Museum,OPSRCID:961425548,OPSID:691663028
OPPID:822750144,OPEID:847144854,OPDID:631969374,,,,Norfolk,Easton,OPSRCID:961425548,OPSID:134852725
OPPID:175648841,OPEID:578230859,OPDID:631969374,,,,Norfolk,Easton,OPSRCID:961425548,OPSID:134852725
OPPID:189371972,OPEID:385970256,OPDID:631969374,,,,Norfolk,Easton,OPSRCID:961425548,OPSID:134852725
OPPID:586403747,OPEID:847144854,OPDID:631969374,,,,Norfolk,Broad Creek,OPSRCID:961425548,OPSID:117921429
OPPID:115633654,OPEID:578230859,OPDID:631969374,,,,Norfolk,Broad Creek,OPSRCID:961425548,OPSID:117921429
OPPID:909757328,OPEID:385970256,OPDID:631969374,,,,Norfolk,Broad Creek,OPSRCID:961425548,OPSID:117921429
OPPID:401932634,OPEID:847144854,OPDID:373878287,,,,Norfolk,Barron Black,OPSRCID:961425548,OPSID:911305121
OPPID:367962176,OPEID:578230859,OPDID:373878287,,,,Norfolk,Barron Black,OPSRCID:961425548,OPSID:911305121
OPPID:388451869,OPEID:385970256,OPDID:373878287,,,,Norfolk,Barron Black,OPSRCID:961425548,OPSID:911305121
OPPID:956081167,OPEID:847144854,OPDID:631969374,,,,Norfolk,Tanners Creek,OPSRCID:961425548,OPSID:217562515
OPPID:770876131,OPEID:578230859,OPDID:631969374,,,,Norfolk,Tanners Creek,OPSRCID:961425548,OPSID:217562515
OPPID:298223673,OPEID:385970256,OPDID:631969374,,,,Norfolk,Tanners Creek,OPSRCID:961425548,OPSID:217562515
OPPID:411690423,OPEID:847144854,OPDID:631969374,,,,Norfolk,Campostella,OPSRCID:961425548,OPSID:469821234
OPPID:174641570,OPEID:578230859,OPDID:631969374,,,,Norfolk,Campostella,OPSRCID:961425548,OPSID:469821234
OPPID:279819878,OPEID:385970256,OPDID:631969374,,,,Norfolk,Campostella,OPSRCID:961425548,OPSID:469821234
OPPID:374036219,OPEID:847144854,OPDID:631969374,,,,Norfolk,Lindenwood,OPSRCID:961425548,OPSID:271396602
OPPID:666270385,OPEID:578230859,OPDID:631969374,,,,Norfolk,Lindenwood,OPSRCID:961425548,OPSID:271396602
OPPID:280544260,OPEID:385970256,OPDID:631969374,,,,Norfolk,Lindenwood,OPSRCID:961425548,OPSID:271396602
OPPID:393039647,OPEID:847144854,OPDID:631969374,,,,Norfolk,Ingleside,OPSRCID:961425548,OPSID:805079554
OPPID:796002456,OPEID:578230859,OPDID:631969374,,,,Norfolk,Ingleside,OPSRCID:961425548,OPSID:805079554
OPPID:864063871,OPEID:385970256,OPDID:631969374,,,,Norfolk,Ingleside,OPSRCID:961425548,OPSID:805079554
OPPID:588232158,OPEID:847144854,OPDID:373878287,,,,Norfolk,Pretlow,OPSRCID:961425548,OPSID:416209211
OPPID:854438441,OPEID:578230859,OPDID:373878287,,,,Norfolk,Pretlow,OPSRCID:961425548,OPSID:416209211
OPPID:445746760,OPEID:385970256,OPDID:373878287,,,,Norfolk,Pretlow,OPSRCID:961425548,OPSID:416209211
OPPID:608707754,OPEID:847144854,OPDID:631969374,,,,Norfolk,Poplar Halls,OPSRCID:961425548,OPSID:633106007
OPPID:222611279,OPEID:578230859,OPDID:631969374,,,,Norfolk,Poplar Halls,OPSRCID:961425548,OPSID:633106007
OPPID:125377432,OPEID:385970256,OPDID:631969374,,,,Norfolk,Poplar Halls,OPSRCID:961425548,OPSID:633106007
OPPID:515062531,OPEID:847144854,OPDID:631969374,,,,Norfolk,Fairlawn,OPSRCID:961425548,OPSID:435012742
OPPID:468661171,OPEID:578230859,OPDID:631969374,,,,Norfolk,Fairlawn,OPSRCID:961425548,OPSID:435012742
OPPID:551957985,OPEID:385970256,OPDID:631969374,,,,Norfolk,Fairlawn,OPSRCID:961425548,OPSID:435012742
OPPID:301905667,OPEID:847144854,OPDID:631969374,,,,Norfolk,Ghent Square,OPSRCID:961425548,OPSID:954916472
OPPID:377477256,OPEID:578230859,OPDID:631969374,,,,Norfolk,Ghent Square,OPSRCID:961425548,OPSID:954916472
OPPID:216781980,OPEID:385970256,OPDID:631969374,,,,Norfolk,Ghent Square,OPSRCID:961425548,OPSID:954916472
OPPID:883994985,OPEID:847144854,OPDID:631969374,,,,Norfolk,Lafayette-Winona,OPSRCID:961425548,OPSID:372148610
OPPID:647732858,OPEID:578230859,OPDID:631969374,,,,Norfolk,Lafayette-Winona,OPSRCID:961425548,OPSID:372148610
OPPID:324509737,OPEID:385970256,OPDID:631969374,,,,Norfolk,Lafayette-Winona,OPSRCID:961425548,OPSID:372148610
OPPID:563486610,OPEID:847144854,OPDID:946885253,,,,Rockingham County,South Fork,OPSRCID:961425548,OPSID:750310277
OPPID:977289657,OPEID:578230859,OPDID:946885253,,,,Rockingham County,South Fork,OPSRCID:961425548,OPSID:750310277
OPPID:122353274,OPEID:385970256,OPDID:946885253,,,,Rockingham County,South Fork,OPSRCID:961425548,OPSID:750310277
OPPID:119181885,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Swift Run,OPSRCID:961425548,OPSID:341993509
OPPID:526614131,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Swift Run,OPSRCID:961425548,OPSID:341993509
OPPID:257262101,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Swift Run,OPSRCID:961425548,OPSID:341993509
OPPID:871843706,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Ottobine,OPSRCID:961425548,OPSID:137931054
OPPID:272043067,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Ottobine,OPSRCID:961425548,OPSID:137931054
OPPID:578532923,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Ottobine,OPSRCID:961425548,OPSID:137931054
OPPID:643645481,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Dayton,OPSRCID:961425548,OPSID:856564531
OPPID:828185719,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Dayton,OPSRCID:961425548,OPSID:856564531
OPPID:558128080,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Dayton,OPSRCID:961425548,OPSID:856564531
OPPID:993616165,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Keezletown,OPSRCID:961425548,OPSID:684869491
OPPID:336867174,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Keezletown,OPSRCID:961425548,OPSID:684869491
OPPID:777286096,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Keezletown,OPSRCID:961425548,OPSID:684869491
OPPID:846305215,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Grottoes,OPSRCID:961425548,OPSID:956642881
OPPID:654694505,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Grottoes,OPSRCID:961425548,OPSID:956642881
OPPID:584091166,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Grottoes,OPSRCID:961425548,OPSID:956642881
OPPID:662528443,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Mt Clinton,OPSRCID:961425548,OPSID:339654640
OPPID:796328469,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Mt Clinton,OPSRCID:961425548,OPSID:339654640
OPPID:132964169,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Mt Clinton,OPSRCID:961425548,OPSID:339654640
OPPID:824671125,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Massanetta Springs,OPSRCID:961425548,OPSID:524018511
OPPID:718309891,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Massanetta Springs,OPSRCID:961425548,OPSID:524018511
OPPID:962628624,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Massanetta Springs,OPSRCID:961425548,OPSID:524018511
OPPID:808480509,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Stony Run,OPSRCID:961425548,OPSID:444935061
OPPID:777475107,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Stony Run,OPSRCID:961425548,OPSID:444935061
OPPID:557735475,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Stony Run,OPSRCID:961425548,OPSID:444935061
OPPID:891832250,OPEID:847144854,OPDID:946885253,,,,Rockingham County,North River,OPSRCID:961425548,OPSID:163120034
OPPID:420625701,OPEID:578230859,OPDID:946885253,,,,Rockingham County,North River,OPSRCID:961425548,OPSID:163120034
OPPID:234951434,OPEID:385970256,OPDID:946885253,,,,Rockingham County,North River,OPSRCID:961425548,OPSID:163120034
OPPID:150938496,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Crossroads,OPSRCID:961425548,OPSID:327774671
OPPID:428980133,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Crossroads,OPSRCID:961425548,OPSID:327774671
OPPID:175942400,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Crossroads,OPSRCID:961425548,OPSID:327774671
OPPID:433250405,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Port Republic,OPSRCID:961425548,OPSID:182083438
OPPID:419846000,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Port Republic,OPSRCID:961425548,OPSID:182083438
OPPID:898694394,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Port Republic,OPSRCID:961425548,OPSID:182083438
OPPID:546861563,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Fulks Run,OPSRCID:961425548,OPSID:269873892
OPPID:706600485,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Fulks Run,OPSRCID:961425548,OPSID:269873892
OPPID:370967454,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Fulks Run,OPSRCID:961425548,OPSID:269873892
OPPID:109105608,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Plains,OPSRCID:961425548,OPSID:240006408
OPPID:702065632,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Plains,OPSRCID:961425548,OPSID:240006408
OPPID:140712564,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Plains,OPSRCID:961425548,OPSID:240006408
OPPID:979839201,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Timberville,OPSRCID:961425548,OPSID:734134709
OPPID:333635842,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Timberville,OPSRCID:961425548,OPSID:734134709
OPPID:712334103,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Timberville,OPSRCID:961425548,OPSID:734134709
OPPID:284165073,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Little North Mountain,OPSRCID:961425548,OPSID:594836598
OPPID:988964979,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Little North Mountain,OPSRCID:961425548,OPSID:594836598
OPPID:937537161,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Little North Mountain,OPSRCID:961425548,OPSID:594836598
OPPID:768901227,OPEID:847144854,OPDID:946885253,,,,Rockingham County,McGaheysville,OPSRCID:961425548,OPSID:855939091
OPPID:646399026,OPEID:578230859,OPDID:946885253,,,,Rockingham County,McGaheysville,OPSRCID:961425548,OPSID:855939091
OPPID:140183043,OPEID:385970256,OPDID:946885253,,,,Rockingham County,McGaheysville,OPSRCID:961425548,OPSID:855939091
OPPID:315185871,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Montezuma,OPSRCID:961425548,OPSID:505840948
OPPID:472514205,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Montezuma,OPSRCID:961425548,OPSID:505840948
OPPID:206327675,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Montezuma,OPSRCID:961425548,OPSID:505840948
OPPID:715664991,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Cross Keys,OPSRCID:961425548,OPSID:320935006
OPPID:823866285,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Cross Keys,OPSRCID:961425548,OPSID:320935006
OPPID:564876655,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Cross Keys,OPSRCID:961425548,OPSID:320935006
OPPID:308433311,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Elkton,OPSRCID:961425548,OPSID:735020915
OPPID:628657595,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Elkton,OPSRCID:961425548,OPSID:735020915
OPPID:212124648,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Elkton,OPSRCID:961425548,OPSID:735020915
OPPID:518824319,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Melrose,OPSRCID:961425548,OPSID:815066450
OPPID:417905608,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Melrose,OPSRCID:961425548,OPSID:815066450
OPPID:641281164,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Melrose,OPSRCID:961425548,OPSID:815066450
OPPID:118468573,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Edom,OPSRCID:961425548,OPSID:636656080
OPPID:449337234,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Edom,OPSRCID:961425548,OPSID:636656080
OPPID:757267817,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Edom,OPSRCID:961425548,OPSID:636656080
OPPID:402099104,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Mt Crawford,OPSRCID:961425548,OPSID:531992865
OPPID:119427193,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Mt Crawford,OPSRCID:961425548,OPSID:531992865
OPPID:268540207,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Mt Crawford,OPSRCID:961425548,OPSID:531992865
OPPID:451908900,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Tenth Legion,OPSRCID:961425548,OPSID:315664273
OPPID:970953935,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Tenth Legion,OPSRCID:961425548,OPSID:315664273
OPPID:704882290,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Tenth Legion,OPSRCID:961425548,OPSID:315664273
OPPID:245108844,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Singers Glen,OPSRCID:961425548,OPSID:940418129
OPPID:464101179,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Singers Glen,OPSRCID:961425548,OPSID:940418129
OPPID:560893390,OPEID:385970256,OPDID:946885253,,,,Rockingham County,Singers Glen,OPSRCID:961425548,OPSID:940418129
OPPID:386190257,OPEID:847144854,OPDID:946885253,,,,Rockingham County,Broadway,OPSRCID:961425548,OPSID:328739002
OPPID:824190622,OPEID:578230859,OPDID:946885253,,,,Rockingham County,Broadway,OPSRCID:961425548,OPSID:328739002
